Area,Item,average_rain_fall_mm_per_year,avg_temp,pesticides_tonnes,hg/ha_yield
India,Wheat,950,28,65,4.56
India,Wheat,950,31,20,4.17
India,Wheat,950,31,35,4.32
India,Wheat,950,31,50,4.32
India,Wheat,950,31,65,4.32
India,Wheat,1100,18,20,3.49
India,Wheat,1100,18,35,3.64
India,Wheat,1100,18,50,3.64
India,Wheat,1100,18,65,3.64
India,Wheat,1100,22,20,3.81
India,Wheat,1100,22,35,3.96
India,Wheat,1100,22,50,3.96
India,Wheat,1100,22,65,3.96
India,Wheat,1100,25,20,4.05
India,Wheat,1100,25,35,4.2
India,Wheat,1100,25,50,4.2
India,Wheat,1100,25,65,4.2
India,Wheat,1100,28,20,3.81
India,Wheat,1100,28,35,3.96
India,Wheat,1100,28,50,3.96
India,Wheat,1100,28,65,3.96
India,Wheat,1100,31,20,3.57
India,Wheat,1100,31,35,3.72
India,Wheat,1100,31,50,3.72
India,Wheat,1100,31,65,3.72
India,Rice,500,18,20,4.09
India,Rice,500,18,35,4.24
India,Rice,500,18,50,4.24
India,Rice,500,18,65,4.24
India,Rice,500,22,20,4.41
India,Rice,500,22,35,4.56
India,Rice,500,22,50,4.56
India,Rice,500,22,65,4.56
India,Rice,500,25,20,4.65
India,Rice,500,25,35,4.8
India,Rice,500,25,50,4.8
India,Rice,500,25,65,4.8
India,Rice,500,28,20,4.41
India,Rice,500,28,35,4.56
India,Rice,500,28,50,4.56
India,Rice,500,28,65,4.56
India,Rice,500,31,20,4.17
India,Rice,500,31,35,4.32
India,Rice,500,31,50,4.32
India,Rice,500,31,65,4.32
India,Rice,650,18,20,4.09
India,Rice,650,18,35,4.24
India,Rice,650,18,50,4.24
India,Rice,650,18,65,4.24
India,Rice,650,22,20,4.41
India,Rice,650,22,35,4.56
India,Rice,650,22,50,4.56
India,Rice,650,22,65,4.56
India,Rice,650,25,20,4.65
India,Rice,650,25,35,4.8
India,Rice,650,25,50,4.8
India,Rice,650,25,65,4.8
India,Rice,650,28,20,4.41
India,Rice,650,28,35,4.56
India,Rice,650,28,50,4.56
India,Rice,650,28,65,4.56
India,Rice,650,31,20,4.17
India,Rice,650,31,35,4.32
India,Rice,650,31,50,4.32
India,Rice,650,31,65,4.32
India,Rice,800,18,20,4.69
India,Rice,800,18,35,4.84
India,Rice,800,18,50,4.84
India,Rice,800,18,65,4.84
India,Rice,800,22,20,5.01
India,Rice,800,22,35,5.16
India,Rice,800,22,50,5.16
India,Rice,800,22,65,5.16
India,Rice,800,25,20,5.25
India,Rice,800,25,35,5.4
India,Rice,800,25,50,5.4
India,Rice,800,25,65,5.4
India,Rice,800,28,20,5.01
India,Rice,800,28,35,5.16
India,Rice,800,28,50,5.16
India,Rice,800,28,65,5.16
India,Rice,800,31,20,4.77
India,Rice,800,31,35,4.92
India,Rice,800,31,50,4.92
India,Rice,800,31,65,4.92
India,Rice,950,18,20,4.69
India,Rice,950,18,35,4.84
India,Rice,950,18,50,4.84
India,Rice,950,18,65,4.84
India,Rice,950,22,20,5.01
India,Rice,950,22,35,5.16
India,Rice,950,22,50,5.16
India,Rice,950,22,65,5.16
India,Rice,950,25,20,5.25
India,Rice,950,25,35,5.4
India,Rice,950,25,50,5.4
India,Rice,950,25,65,5.4
India,Rice,950,28,20,5.01
India,Rice,950,28,35,5.16
India,Rice,950,28,50,5.16
India,Rice,950,28,65,5.16
India,Rice,950,31,20,4.77
India,Rice,950,31,35,4.92
India,Rice,950,31,50,4.92
India,Rice,950,31,65,4.92
India,Rice,1100,18,20,4.09
India,Rice,1100,18,35,4.24
India,Rice,1100,18,50,4.24
India,Rice,1100,18,65,4.24
India,Rice,1100,22,20,4.41
India,Rice,1100,22,35,4.56
India,Rice,1100,22,50,4.56
India,Rice,1100,22,65,4.56
India,Rice,1100,25,20,4.65
India,Rice,1100,25,35,4.8
India,Rice,1100,25,50,4.8
India,Rice,1100,25,65,4.8
India,Rice,1100,28,20,4.41
India,Rice,1100,28,35,4.56
India,Rice,1100,28,50,4.56
India,Rice,1100,28,65,4.56
India,Rice,1100,31,20,4.17
India,Rice,1100,31,35,4.32
India,Rice,1100,31,50,4.32
India,Rice,1100,31,65,4.32
India,Maize,500,18,20,3.79
India,Maize,500,18,35,3.94
India,Maize,500,18,50,3.94
India,Maize,500,18,65,3.94
India,Maize,500,22,20,4.11
India,Maize,500,22,35,4.26
India,Maize,500,22,50,4.26
India,Maize,500,22,65,4.26
India,Maize,500,25,20,4.35
India,Maize,500,25,35,4.5
India,Maize,500,25,50,4.5
India,Maize,500,25,65,4.5
India,Maize,500,28,20,4.11
India,Maize,500,28,35,4.26
India,Maize,500,28,50,4.26
India,Maize,500,28,65,4.26
India,Maize,500,31,20,3.87
India,Maize,500,31,35,4.02
India,Maize,500,31,50,4.02
India,Maize,500,31,65,4.02
India,Maize,650,18,20,3.79
India,Maize,650,18,35,3.94
India,Maize,650,18,50,3.94
India,Maize,650,18,65,3.94
India,Maize,650,22,20,4.11
India,Maize,650,22,35,4.26
India,Maize,650,22,50,4.26
India,Maize,650,22,65,4.26
India,Maize,650,25,20,4.35
India,Maize,650,25,35,4.5
India,Maize,650,25,50,4.5
India,Maize,650,25,65,4.5
India,Maize,650,28,20,4.11
India,Maize,650,28,35,4.26
India,Maize,650,28,50,4.26
India,Maize,650,28,65,4.26
India,Maize,650,31,20,3.87
India,Maize,650,31,35,4.02
India,Maize,650,31,50,4.02
India,Maize,650,31,65,4.02
India,Maize,800,18,20,4.39
India,Maize,800,18,35,4.54
India,Maize,800,18,50,4.54
India,Maize,800,18,65,4.54
India,Maize,800,22,20,4.71
India,Maize,800,22,35,4.86
India,Maize,800,22,50,4.86
India,Maize,800,22,65,4.86
India,Maize,800,25,20,4.95
India,Maize,800,25,35,5.1
India,Maize,800,25,50,5.1
India,Maize,800,25,65,5.1
India,Maize,800,28,20,4.71
India,Maize,800,28,35,4.86
India,Maize,800,28,50,4.86
India,Maize,800,28,65,4.86
India,Maize,800,31,20,4.47
India,Maize,800,31,35,4.62
India,Maize,800,31,50,4.62
India,Maize,800,31,65,4.62
India,Maize,950,18,20,4.39
India,Maize,950,18,35,4.54
India,Maize,950,18,50,4.54
India,Maize,950,18,65,4.54
India,Maize,950,22,20,4.71
India,Maize,950,22,35,4.86
India,Maize,950,22,50,4.86
India,Maize,950,22,65,4.86
India,Maize,950,25,20,4.95
India,Maize,950,25,35,5.1
India,Maize,950,25,50,5.1
India,Maize,950,25,65,5.1
India,Maize,950,28,20,4.71
India,Maize,950,28,35,4.86
India,Maize,950,28,50,4.86
India,Maize,950,28,65,4.86
India,Maize,950,31,20,4.47
India,Maize,950,31,35,4.62
India,Maize,950,31,50,4.62
India,Maize,950,31,65,4.62
India,Maize,1100,18,20,3.79
India,Maize,1100,18,35,3.94
India,Maize,1100,18,50,3.94
India,Maize,1100,18,65,3.94
India,Maize,1100,22,20,4.11
India,Maize,1100,22,35,4.26
India,Maize,1100,22,50,4.26
India,Maize,1100,22,65,4.26
India,Maize,1100,25,20,4.35
India,Maize,1100,25,35,4.5
India,Maize,1100,25,50,4.5
India,Maize,1100,25,65,4.5
India,Maize,1100,28,20,4.11
India,Maize,1100,28,35,4.26
India,Maize,1100,28,50,4.26
India,Maize,1100,28,65,4.26
India,Maize,1100,31,20,3.87
India,Maize,1100,31,35,4.02
India,Maize,1100,31,50,4.02
India,Maize,1100,31,65,4.02
China,Wheat,500,18,20,3.59
China,Wheat,500,18,35,3.74
China,Wheat,500,18,50,3.74
China,Wheat,500,18,65,3.74
China,Wheat,500,22,20,3.91
China,Wheat,500,22,35,4.06
China,Wheat,500,22,50,4.06
China,Wheat,500,22,65,4.06
China,Wheat,500,25,20,4.15
China,Wheat,500,25,35,4.3
China,Wheat,500,25,50,4.3
China,Wheat,500,25,65,4.3
China,Wheat,500,28,20,3.91
China,Wheat,500,28,35,4.06
China,Wheat,500,28,50,4.06
China,Wheat,500,28,65,4.06
China,Wheat,500,31,20,3.67
China,Wheat,500,31,35,3.82
China,Wheat,500,31,50,3.82
China,Wheat,500,31,65,3.82
China,Wheat,650,18,20,3.59
China,Wheat,650,18,35,3.74
China,Wheat,650,18,50,3.74
China,Wheat,650,18,65,3.74
China,Wheat,650,22,20,3.91
China,Wheat,650,22,35,4.06
China,Wheat,650,22,50,4.06
China,Wheat,650,22,65,4.06
China,Wheat,650,25,20,4.15
China,Wheat,650,25,35,4.3
China,Wheat,650,25,50,4.3
China,Wheat,650,25,65,4.3
China,Wheat,650,28,20,3.91
China,Wheat,650,28,35,4.06
China,Wheat,650,28,50,4.06
China,Wheat,650,28,65,4.06
China,Wheat,650,31,20,3.67
China,Wheat,650,31,35,3.82
China,Wheat,650,31,50,3.82
China,Wheat,650,31,65,3.82
China,Wheat,800,18,20,4.19
China,Wheat,800,18,35,4.34
China,Wheat,800,18,50,4.34
China,Wheat,800,18,65,4.34
China,Wheat,800,22,20,4.51
China,Wheat,800,22,35,4.66
China,Wheat,800,22,50,4.66
China,Wheat,800,22,65,4.66
China,Wheat,800,25,20,4.75
China,Wheat,800,25,35,4.9
China,Wheat,800,25,50,4.9
China,Wheat,800,25,65,4.9
China,Wheat,800,28,20,4.51
China,Wheat,800,28,35,4.66
China,Wheat,800,28,50,4.66
China,Wheat,800,28,65,4.66
China,Wheat,800,31,20,4.27
China,Wheat,800,31,35,4.42
China,Wheat,800,31,50,4.42
China,Wheat,800,31,65,4.42
China,Wheat,950,18,20,4.19
China,Wheat,950,18,35,4.34
China,Wheat,950,18,50,4.34
China,Wheat,950,18,65,4.34
China,Wheat,950,22,20,4.51
China,Wheat,950,22,35,4.66
China,Wheat,950,22,50,4.66
China,Wheat,950,22,65,4.66
China,Wheat,950,25,20,4.75
China,Wheat,950,25,35,4.9
China,Wheat,950,25,50,4.9
China,Wheat,950,25,65,4.9
China,Wheat,950,28,20,4.51
China,Wheat,950,28,35,4.66
China,Wheat,950,28,50,4.66
China,Wheat,950,28,65,4.66
China,Wheat,950,31,20,4.27
China,Wheat,950,31,35,4.42
China,Wheat,950,31,50,4.42
China,Wheat,950,31,65,4.42
China,Wheat,1100,18,20,3.59
China,Wheat,1100,18,35,3.74
China,Wheat,1100,18,50,3.74
China,Wheat,1100,18,65,3.74
China,Wheat,1100,22,20,3.91
China,Wheat,1100,22,35,4.06
China,Wheat,1100,22,50,4.06
China,Wheat,1100,22,65,4.06
China,Wheat,1100,25,20,4.15
China,Wheat,1100,25,35,4.3
China,Wheat,1100,25,50,4.3
China,Wheat,1100,25,65,4.3
China,Wheat,1100,28,20,3.91
China,Wheat,1100,28,35,4.06
China,Wheat,1100,28,50,4.06
China,Wheat,1100,28,65,4.06
China,Wheat,1100,31,20,3.67
China,Wheat,1100,31,35,3.82
China,Wheat,1100,31,50,3.82
China,Wheat,1100,31,65,3.82
China,Rice,500,18,20,4.19
China,Rice,500,18,35,4.34
China,Rice,500,18,50,4.34
China,Rice,500,18,65,4.34
China,Rice,500,22,20,4.51
China,Rice,500,22,35,4.66
China,Rice,500,22,50,4.66
China,Rice,500,22,65,4.66
China,Rice,500,25,20,4.75
China,Rice,500,25,35,4.9
China,Rice,500,25,50,4.9
China,Rice,500,25,65,4.9
China,Rice,500,28,20,4.51
China,Rice,500,28,35,4.66
China,Rice,500,28,50,4.66
China,Rice,500,28,65,4.66
China,Rice,500,31,20,4.27
China,Rice,500,31,35,4.42
China,Rice,500,31,50,4.42
China,Rice,500,31,65,4.42
China,Rice,650,18,20,4.19
China,Rice,650,18,35,4.34
China,Rice,650,18,50,4.34
China,Rice,650,18,65,4.34
China,Rice,650,22,20,4.51
China,Rice,650,22,35,4.66
China,Rice,650,22,50,4.66
China,Rice,650,22,65,4.66
China,Rice,650,25,20,4.75
China,Rice,650,25,35,4.9
China,Rice,650,25,50,4.9
China,Rice,650,25,65,4.9
China,Rice,650,28,20,4.51
China,Rice,650,28,35,4.66
China,Rice,650,28,50,4.66
China,Rice,650,28,65,4.66
China,Rice,650,31,20,4.27
China,Rice,650,31,35,4.42
China,Rice,650,31,50,4.42
China,Rice,650,31,65,4.42
China,Rice,800,18,20,4.79
China,Rice,800,18,35,4.94
China,Rice,800,18,50,4.94
China,Rice,800,18,65,4.94
China,Rice,800,22,20,5.11
China,Rice,800,22,35,5.26
China,Rice,800,22,50,5.26
China,Rice,800,22,65,5.26
China,Rice,800,25,20,5.35
China,Rice,800,25,35,5.5
China,Rice,800,25,50,5.5
China,Rice,800,25,65,5.5
China,Rice,800,28,20,5.11
China,Rice,800,28,35,5.26
China,Rice,800,28,50,5.26
China,Rice,800,28,65,5.26
China,Rice,800,31,20,4.87
China,Rice,800,31,35,5.02
China,Rice,800,31,50,5.02
China,Rice,800,31,65,5.02
China,Rice,950,18,20,4.79
China,Rice,950,18,35,4.94
China,Rice,950,18,50,4.94
China,Rice,950,18,65,4.94
China,Rice,950,22,20,5.11
China,Rice,950,22,35,5.26
China,Rice,950,22,50,5.26
China,Rice,950,22,65,5.26
China,Rice,950,25,20,5.35
China,Rice,950,25,35,5.5
China,Rice,950,25,50,5.5
China,Rice,950,25,65,5.5
China,Rice,950,28,20,5.11
China,Rice,950,28,35,5.26
China,Rice,950,28,50,5.26
China,Rice,950,28,65,5.26
China,Rice,950,31,20,4.87
China,Rice,950,31,35,5.02
China,Rice,950,31,50,5.02
China,Rice,950,31,65,5.02
China,Rice,1100,18,20,4.19
China,Rice,1100,18,35,4.34
China,Rice,1100,18,50,4.34
China,Rice,1100,18,65,4.34
China,Rice,1100,22,20,4.51
China,Rice,1100,22,35,4.66
China,Rice,1100,22,50,4.66
China,Rice,1100,22,65,4.66
China,Rice,1100,25,20,4.75
China,Rice,1100,25,35,4.9
China,Rice,1100,25,50,4.9
China,Rice,1100,25,65,4.9
China,Rice,1100,28,20,4.51
China,Rice,1100,28,35,4.66
China,Rice,1100,28,50,4.66
China,Rice,1100,28,65,4.66
China,Rice,1100,31,20,4.27
China,Rice,1100,31,35,4.42
China,Rice,1100,31,50,4.42
China,Rice,1100,31,65,4.42
China,Maize,500,18,20,3.89
China,Maize,500,18,35,4.04
China,Maize,500,18,50,4.04
China,Maize,500,18,65,4.04
China,Maize,500,22,20,4.21
China,Maize,500,22,35,4.36
China,Maize,500,22,50,4.36
China,Maize,500,22,65,4.36
China,Maize,500,25,20,4.45
China,Maize,500,25,35,4.6
China,Maize,500,25,50,4.6
China,Maize,500,25,65,4.6
China,Maize,500,28,20,4.21
China,Maize,500,28,35,4.36
China,Maize,500,28,50,4.36
China,Maize,500,28,65,4.36
China,Maize,500,31,20,3.97
China,Maize,500,31,35,4.12
China,Maize,500,31,50,4.12
China,Maize,500,31,65,4.12
China,Maize,650,18,20,3.89
China,Maize,650,18,35,4.04
China,Maize,650,18,50,4.04
China,Maize,650,18,65,4.04
China,Maize,650,22,20,4.21
China,Maize,650,22,35,4.36
China,Maize,650,22,50,4.36
China,Maize,650,22,65,4.36
China,Maize,650,25,20,4.45
China,Maize,650,25,35,4.6
China,Maize,650,25,50,4.6
China,Maize,650,25,65,4.6
China,Maize,650,28,20,4.21
China,Maize,650,28,35,4.36
China,Maize,650,28,50,4.36
China,Maize,650,28,65,4.36
China,Maize,650,31,20,3.97
China,Maize,650,31,35,4.12
China,Maize,650,31,50,4.12
China,Maize,650,31,65,4.12
China,Maize,800,18,20,4.49
China,Maize,800,18,35,4.64
China,Maize,800,18,50,4.64
China,Maize,800,18,65,4.64
China,Maize,800,22,20,4.81
China,Maize,800,22,35,4.96
China,Maize,800,22,50,4.96
China,Maize,800,22,65,4.96
China,Maize,800,25,20,5.05
China,Maize,800,25,35,5.2
China,Maize,800,25,50,5.2
China,Maize,800,25,65,5.2
China,Maize,800,28,20,4.81
China,Maize,800,28,35,4.96
China,Maize,800,28,50,4.96
China,Maize,800,28,65,4.96
China,Maize,800,31,20,4.57
China,Maize,800,31,35,4.72
China,Maize,800,31,50,4.72
China,Maize,800,31,65,4.72
China,Maize,950,18,20,4.49
China,Maize,950,18,35,4.64
China,Maize,950,18,50,4.64
China,Maize,950,18,65,4.64
China,Maize,950,22,20,4.81
China,Maize,950,22,35,4.96
China,Maize,950,22,50,4.96
China,Maize,950,22,65,4.96
China,Maize,950,25,20,5.05
China,Maize,950,25,35,5.2
China,Maize,950,25,50,5.2
China,Maize,950,25,65,5.2
China,Maize,950,28,20,4.81
China,Maize,950,28,35,4.96
China,Maize,950,28,50,4.96
China,Maize,950,28,65,4.96
China,Maize,950,31,20,4.57
China,Maize,950,31,35,4.72
China,Maize,950,31,50,4.72
China,Maize,950,31,65,4.72
China,Maize,1100,18,20,3.89
China,Maize,1100,18,35,4.04
China,Maize,1100,18,50,4.04
China,Maize,1100,18,65,4.04
China,Maize,1100,22,20,4.21
China,Maize,1100,22,35,4.36
China,Maize,1100,22,50,4.36
China,Maize,1100,22,65,4.36
China,Maize,1100,25,20,4.45
China,Maize,1100,25,35,4.6
China,Maize,1100,25,50,4.6
China,Maize,1100,25,65,4.6
China,Maize,1100,28,20,4.21
China,Maize,1100,28,35,4.36
China,Maize,1100,28,50,4.36
China,Maize,1100,28,65,4.36
China,Maize,1100,31,20,3.97
China,Maize,1100,31,35,4.12
China,Maize,1100,31,50,4.12
China,Maize,1100,31,65,4.12
Brazil,Wheat,500,18,20,3.39
Brazil,Wheat,500,18,35,3.54
Brazil,Wheat,500,18,50,3.54
Brazil,Wheat,500,18,65,3.54
Brazil,Wheat,500,22,20,3.71
Brazil,Wheat,500,22,35,3.86
Brazil,Wheat,500,22,50,3.86
Brazil,Wheat,500,22,65,3.86
Brazil,Wheat,500,25,20,3.95
Brazil,Wheat,500,25,35,4.1
Brazil,Wheat,500,25,50,4.1
Brazil,Wheat,500,25,65,4.1
Brazil,Wheat,500,28,20,3.71
Brazil,Wheat,500,28,35,3.86
Brazil,Wheat,500,28,50,3.86
Brazil,Wheat,500,28,65,3.86
Brazil,Wheat,500,31,20,3.47
Brazil,Wheat,500,31,35,3.62
Brazil,Wheat,500,31,50,3.62
Brazil,Wheat,500,31,65,3.62
Brazil,Wheat,650,18,20,3.39
Brazil,Wheat,650,18,35,3.54
Brazil,Wheat,650,18,50,3.54
Brazil,Wheat,650,18,65,3.54
Brazil,Wheat,650,22,20,3.71
Brazil,Wheat,650,22,35,3.86
Brazil,Wheat,650,22,50,3.86
Brazil,Wheat,650,22,65,3.86
Brazil,Wheat,650,25,20,3.95
Brazil,Wheat,650,25,35,4.1
Brazil,Wheat,650,25,50,4.1
Brazil,Wheat,650,25,65,4.1
Brazil,Wheat,650,28,20,3.71
Brazil,Wheat,650,28,35,3.86
Brazil,Wheat,650,28,50,3.86
Brazil,Wheat,650,28,65,3.86
Brazil,Wheat,650,31,20,3.47
Brazil,Wheat,650,31,35,3.62
Brazil,Wheat,650,31,50,3.62
Brazil,Wheat,650,31,65,3.62
Brazil,Wheat,800,18,20,3.99
Brazil,Wheat,800,18,35,4.14
Brazil,Wheat,800,18,50,4.14
Brazil,Wheat,800,18,65,4.14
Brazil,Wheat,800,22,20,4.31
Brazil,Wheat,800,22,35,4.46
Brazil,Wheat,800,22,50,4.46
Brazil,Wheat,800,22,65,4.46
Brazil,Wheat,800,25,20,4.55
Brazil,Wheat,800,25,35,4.7
Brazil,Wheat,800,25,50,4.7
Brazil,Wheat,800,25,65,4.7
Brazil,Wheat,800,28,20,4.31
Brazil,Wheat,800,28,35,4.46
Brazil,Wheat,800,28,50,4.46
Brazil,Wheat,800,28,65,4.46
Brazil,Wheat,800,31,20,4.07
Brazil,Wheat,800,31,35,4.22
Brazil,Wheat,800,31,50,4.22
Brazil,Wheat,800,31,65,4.22
Brazil,Wheat,950,18,20,3.99
Brazil,Wheat,950,18,35,4.14
Brazil,Wheat,950,18,50,4.14
Brazil,Wheat,950,18,65,4.14
Brazil,Wheat,950,22,20,4.31
Brazil,Wheat,950,22,35,4.46
Brazil,Wheat,950,22,50,4.46
Brazil,Wheat,950,22,65,4.46
Brazil,Wheat,950,25,20,4.55
Brazil,Wheat,950,25,35,4.7
Brazil,Wheat,950,25,50,4.7
Brazil,Wheat,950,25,65,4.7
Brazil,Wheat,950,28,20,4.31
Brazil,Wheat,950,28,35,4.46
Brazil,Wheat,950,28,50,4.46
Brazil,Wheat,950,28,65,4.46
Brazil,Wheat,950,31,20,4.07
Brazil,Wheat,950,31,35,4.22
Brazil,Wheat,950,31,50,4.22
Brazil,Wheat,950,31,65,4.22
Brazil,Wheat,1100,18,20,3.39
Brazil,Wheat,1100,18,35,3.54
Brazil,Wheat,1100,18,50,3.54
Brazil,Wheat,1100,18,65,3.54
Brazil,Wheat,1100,22,20,3.71
Brazil,Wheat,1100,22,35,3.86
Brazil,Wheat,1100,22,50,3.86
Brazil,Wheat,1100,22,65,3.86
Brazil,Wheat,1100,25,20,3.95
Brazil,Wheat,1100,25,35,4.1
Brazil,Wheat,1100,25,50,4.1
Brazil,Wheat,1100,25,65,4.1
Brazil,Wheat,1100,28,20,3.71
Brazil,Wheat,1100,28,35,3.86
Brazil,Wheat,1100,28,50,3.86
Brazil,Wheat,1100,28,65,3.86
Brazil,Wheat,1100,31,20,3.47
Brazil,Wheat,1100,31,35,3.62
Brazil,Wheat,1100,31,50,3.62
Brazil,Wheat,1100,31,65,3.62
Brazil,Rice,500,18,20,3.99
Brazil,Rice,500,18,35,4.14
Brazil,Rice,500,18,50,4.14
Brazil,Rice,500,18,65,4.14
Brazil,Rice,500,22,20,4.31
Brazil,Rice,500,22,35,4.46
Brazil,Rice,500,22,50,4.46
Brazil,Rice,500,22,65,4.46
Brazil,Rice,500,25,20,4.55
Brazil,Rice,500,25,35,4.7
Brazil,Rice,500,25,50,4.7
Brazil,Rice,500,25,65,4.7
Brazil,Rice,500,28,20,4.31
Brazil,Rice,500,28,35,4.46
Brazil,Rice,500,28,50,4.46
Brazil,Rice,500,28,65,4.46
Brazil,Rice,500,31,20,4.07
Brazil,Rice,500,31,35,4.22
Brazil,Rice,500,31,50,4.22
Brazil,Rice,500,31,65,4.22
Brazil,Rice,650,18,20,3.99
Brazil,Rice,650,18,35,4.14
Brazil,Rice,650,18,50,4.14
Brazil,Rice,650,18,65,4.14
Brazil,Rice,650,22,20,4.31
Brazil,Rice,650,22,35,4.46
Brazil,Rice,650,22,50,4.46
Brazil,Rice,650,22,65,4.46
Brazil,Rice,650,25,20,4.55
Brazil,Rice,650,25,35,4.7
Brazil,Rice,650,25,50,4.7
Brazil,Rice,650,25,65,4.7
Brazil,Rice,650,28,20,4.31
Brazil,Rice,650,28,35,4.46
Brazil,Rice,650,28,50,4.46
Brazil,Rice,650,28,65,4.46
Brazil,Rice,650,31,20,4.07
Brazil,Rice,650,31,35,4.22
Brazil,Rice,650,31,50,4.22
Brazil,Rice,650,31,65,4.22
Brazil,Rice,800,18,20,4.59
Brazil,Rice,800,18,35,4.74
Brazil,Rice,800,18,50,4.74
Brazil,Rice,800,18,65,4.74
Brazil,Rice,800,22,20,4.91
Brazil,Rice,800,22,35,5.06
Brazil,Rice,800,22,50,5.06
Brazil,Rice,800,22,65,5.06
Brazil,Rice,800,25,20,5.15
Brazil,Rice,800,25,35,5.3
Brazil,Rice,800,25,50,5.3
Brazil,Rice,800,25,65,5.3
Brazil,Rice,800,28,20,4.91
Brazil,Rice,800,28,35,5.06
Brazil,Rice,800,28,50,5.06
Brazil,Rice,800,28,65,5.06
Brazil,Rice,800,31,20,4.67
Brazil,Rice,800,31,35,4.82
Brazil,Rice,800,31,50,4.82
Brazil,Rice,800,31,65,4.82
Brazil,Rice,950,18,20,4.59
Brazil,Rice,950,18,35,4.74
Brazil,Rice,950,18,50,4.74
Brazil,Rice,950,18,65,4.74
Brazil,Rice,950,22,20,4.91
Brazil,Rice,950,22,35,5.06
Brazil,Rice,950,22,50,5.06
Brazil,Rice,950,22,65,5.06
Brazil,Rice,950,25,20,5.15
Brazil,Rice,950,25,35,5.3
Brazil,Rice,950,25,50,5.3
Brazil,Rice,950,25,65,5.3
Brazil,Rice,950,28,20,4.91
Brazil,Rice,950,28,35,5.06
Brazil,Rice,950,28,50,5.06
Brazil,Rice,950,28,65,5.06
Brazil,Rice,950,31,20,4.67
Brazil,Rice,950,31,35,4.82
Brazil,Rice,950,31,50,4.82
Brazil,Rice,950,31,65,4.82
Brazil,Rice,1100,18,20,3.99
Brazil,Rice,1100,18,35,4.14
Brazil,Rice,1100,18,50,4.14
Brazil,Rice,1100,18,65,4.14
Brazil,Rice,1100,22,20,4.31
Brazil,Rice,1100,22,35,4.46
Brazil,Rice,1100,22,50,4.46
Brazil,Rice,1100,22,65,4.46
Brazil,Rice,1100,25,20,4.55
Brazil,Rice,1100,25,35,4.7
Brazil,Rice,1100,25,50,4.7
Brazil,Rice,1100,25,65,4.7
Brazil,Rice,1100,28,20,4.31
Brazil,Rice,1100,28,35,4.46
Brazil,Rice,1100,28,50,4.46
Brazil,Rice,1100,28,65,4.46
Brazil,Rice,1100,31,20,4.07
Brazil,Rice,1100,31,35,4.22
Brazil,Rice,1100,31,50,4.22
Brazil,Rice,1100,31,65,4.22
Brazil,Maize,500,18,20,3.69
Brazil,Maize,500,18,35,3.84
